ID	Snooker	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
2060	1	Billard-Center	DEU	52.5552	13.4337		1	Jacobsohnstraße 18, 13086 Berlin, Germany	030 4719009	 	ChIJ-zUdafFNqEcRRUktPTWb4ng	
2061	1	Billard House Berlin	DEU	52.5047491	13.4511247		3	Rudolfstraße 1-8, 10245 Berlin, Germany	030 20056856	http://www.billardhouse.com/	ChIJnf61mFBOqEcRFWZoSQFbCx4	
2062	1	Pansold Poolparadies	DEU	52.53191	13.5025598		3	Siegfriedstraße 80, 10365 Berlin, Germany	030 5578418	http://www.poolparadies-berlin.de/	ChIJBRv3diBMqEcRPJI3S3NiGuc	
2063	1	Billardsalon Q-Ball-Libre	DEU	52.5392749	13.4026872		1	Kremmener Str. 9, 10435 Berlin, Germany	030 4491166	http://www.q-ball-libre.de/	ChIJ91-hlflRqEcRqJvl4_pMoR4	
2064	1	Merkur Spielothek	DEU	52.45001	13.30377		1	Asternpl. 2A, 12203 Berlin, Germany	030 8437032	http://www.merkur-spielothek.de/	ChIJbToSRftaqEcRpU1a4sNhfAY	
2065	1	Billard Lounge Berlin	DEU	52.53048	13.43471		8	Hufelandstraße 38, 10407 Berlin, Germany	030 4247448	 	ChIJhQYBdg5OqEcR7ThKMfbBSW4	
2066	1	Merkur Spielothek	DEU	52.4993282	13.3246134		1	Lietzenburger Str. 86, 10719 Berlin, Germany	030 8838747	http://www.merkur-spielothek.de/	ChIJq8eO8PpQqEcR4yUu7MwphQ4	
2067	1	Billard International Berlin	DEU	52.4993282	13.3246134		3	Knesebeckstraße 38-49, 10719 Berlin, Germany	030 883391221	http://www.billard-international.de/	ChIJjywe3_pQqEcRjweYAjsWVkI	
2068	1	Billardaire	DEU	52.4884271	13.3654347		3	Billardsalon Monumentenstr. 35, 10829 Berlin, Germany	030 7841177	http://www.billardaire.de/	ChIJ4x0zSXEjZUERcU91bh7bSkA	
2069	1	Ballhaus	DEU	52.5266488	13.3968106		5	Auguststraße 24, 10117 Berlin, Germany	030 2829295	http://www.ballhaus.de/	ChIJXe3VaOZRqEcRDQfjbd4zLac	
