ID	Snooker	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
2325	1	Billard Sport Zentrum	DEU	48.811796	9.1660367		1	Bludenzer Str. 7, 70469 Stuttgart, Germany	0711 852049	http://www.7ap-billard.de/	ChIJZVCJvunamUcRHhWSH6EFl-o	
2326	1	Billard- Cafe Caprice	DEU	48.9083827	9.1507387		1	Lembergstraße 17, 71679 Asperg, Germany	07141 9742130	http://www.bc-ludwigsburg.eu/	ChIJC5-iqGW_pUcRyx6beRsdY70	
2327	1	Sportcafé Markthalle Ludwigsburg	DEU	48.8946112	9.1799939		2	Martin-Luther-Straße 36, 71636 Ludwigsburg, Germany	07141 7029466	http://markthalle.sportcafe.eu/Impressum	ChIJw6uLaaPRmUcRfB_WsKGK4nw	
2328	1	BC Stuttgart Abt. Snooker	DEU	48.8883519	9.2093353		5	Breslauer Str. 2, 71638 Ludwigsburg, Germany	07141 6854875	http://www.billard-stuttgart.de/	ChIJQ1Dfv9vRmUcRCuFPzx0RO54	
2329	1	Flamingo Island	DEU	48.9041526	9.0981157		1	Schulze-Delitzsch-Straße 21, 71706 Markgröningen, Germany	07145 26798	 	ChIJb_-pZMDWmUcRZJKLrcIuDhU	
2330	1	Spielothek Flamingo	DEU	48.9041526	9.0981157		1	Schulze-Delitzsch-Straße 21, 71706 Markgröningen, Germany	07145 26798	 	ChIJb_-pZMDWmUcRZJKLrcIuDhU	
2331	1	River Side Bowling	DEU	48.52085	9.08119		1	Bismarckstraße 128, 72072 Tübingen, Germany	07071 91980	http://www.riverside-bowling.de/	ChIJSQwsW7P6mUcR5ljXDNxii1c	
2332	1	Kings Park	DEU	48.29153	9.09817		1	Jahnstraße 1, 72393 Burladingen, Germany	07475 955216	 	ChIJgYhfVGwcmkcRm52akKD3f7E	
2333	1	Doc Holiday	DEU	48.21179	9.011		1	Schillerstraße 133, 72458 Albstadt Ebingen, Germany	07431 55985	 	ChIJ73jhFa8amkcRBlbV0vAyZB4	
2334	1	Spielraum Billard- & Sportsbar	DEU	48.4882127	9.2189642		3	Albstraße 38, 72764 Reutlingen, Germany	07121 1390804	 	ChIJKaK-VkDymUcRqwPvjyxcVjU	
2335	1	Billard Sport-Center Shooters	DEU	48.47374	9.22637		1	Max-Eyth-Straße 7, 72793 Pfullingen, Germany	0172 7444422	 	ChIJXbYUOVLymUcRBxPONQBUBNU	
2336	1	Billard-Center Göppingen	DEU	48.6976385	9.6689767		1	Maybachstraße 19, 73037 Göppingen, Germany	07161 68750	http://www.billard-gp.de/	ChIJP5hdWuCjmUcRbrYRjOSSnfI	
2337	1	Sportsbar Kalaluna	DEU	48.80779	9.54071		1	Hammerschlag 26, 73614 Schorndorf, Germany	07181 64477	http://www.kalaluna.de/	ChIJLc70_ne6mUcRRD6EqtEidEw	
2338	1	Paradies Billard	DEU	48.7993014	9.594448		2	Jakob-Schüle-Straße 29, 73655 Plüderhausen, Germany	 	 	ChIJI35GOam6mUcR6IrubV761Bo	
