ID	Snooker	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
2191	1	Sport Arena Factory	DEU	51.1960896	6.4189044		1	Wehnerstraße 1, 41068 Mönchengladbach, Germany	02161 837083	http://www.bowlingxxl.de/	ChIJbT8ewmaruEcRF9ln9nUqSeU	
2192	1	Spielothek	DEU	51.1668326	6.4494923		1	Süd, 41236 Mönchengladbach, Germany	02166 41447	http://www.spielothek.de/	ChIJTTjul-S9cUEROztsYT4sKgA	
2193	1	Billard Gemeinschaft Dormagen Delrath	DEU	51.1233318	6.7833698		3	Johannesstraße 8, 41542 Dormagen, Germany	 	 	ChIJEQUW6eM0v0cRNqgbDDeSL-I	
2194	1	contact billard-bistro	DEU	51.2689043	7.1487471		1	Uellendahler Str. 70-72, 42107 Wuppertal, Germany	0202 2750375	http://contact-billard.de/	ChIJfWGrF7vXuEcRwTXTDMHmVmI	
2195	1	Billard Sport Center Match	DEU	51.2629522	7.1776432		3	Friedrich-Engels-Allee 238, 42285 Wuppertal, Germany	0202 4784222	http://billard-match.de/	ChIJZ7fTutDXuEcRXyUCbV5bprY	
2196	1	Barmer Billard Freunde 1929 e.V.	DEU	51.25797	7.14305		8	Neumarktstraße 38, 42103 Wuppertal, Germany	0202 4938521	http://www.bsv-wuppertal.de/	ChIJ72AKna3XuEcRKrf3dOY51I8	
2197	1	Billard-Haus-Solingen	DEU	51.1887085	7.0404868		3	Obenitterstraße 21, 42719 Solingen, Germany	0212 23388033	http://www.billard-haus.de/	ChIJETv6sJDTuEcRMIGP7PUgfS0	
2198	1	Die Kugel	DEU	51.16702	7.0784		1	Katternberger Str. 24A, 42655 Solingen, Germany	0212 202348	 	ChIJdb-_hOS9cUERc0-hVtIJQQs	
2199	1	Rack n Roll	DEU	51.180964	7.183931		1	Daniel-Schürmann-Straße 41, 42853 Remscheid, Germany	02191 2093511	http://www.rack-n-roll.de/	ChIJBy4lMm8quUcRnmTMOifipxI	
2200	1	Crown 77	DEU	51.3743	7.72858		2	Westfalenstraße 77, 58636 Iserlohn, Germany	02371 6620	http://www.durable.de/	ChIJZe_AFm1BuUcRt7HlnLvByv4	
