ID	Snooker	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
1778	1	Halifax Snooker Club	GBR	53.7204823	-1.8606626	0	21	70 Commercial St, Halifax HX1 1HJ, United Kingdom	01422 360913	http://electricbowl.net/	ChIJUXmsJFXde0gRp1eBRwBLbjY	
1779	1	Flush Snooker Centre	GBR	53.7092041	-1.6823617	0	9	Wakefield Rd, Liversedge, West Yorkshire WF15 6AU, United Kingdom	01924 400802	 	ChIJ8ToAEsTfe0gR6DBTwxY-0uU	
1780	1	Pot Black Snooker	GBR	53.7963314	-1.7595156	0	5	Westgate, Bradford BD1 2RD, United Kingdom	01274 722670	 	ChIJYXhz6Uzhe0gR5m6FN8RjSN8	
1781	1	Five Leisure Snooker & Amusement Centre	GBR	53.805445	-1.7719073	0	9	61-67 Carlisle Rd, Bradford BD8 8BE, United Kingdom	01274 491079	 	ChIJC7muK6nme0gRfswm88f0ty8	
1782	1	Melton Snooker Club	GBR	52.7643935	-0.8861964	0	5	29A, Market Place, Melton Mowbray, Leciestershire LE13 1XD, United Kingdom	01664 500041	http://www.meltonsnookerclub.com/	ChIJYUZRQx_UeUgRsM4mmdGkb3s	
1783	1	Breakers	GBR	52.6405185	-1.129764	0	8	Belgrave Gate, Leicester, Leicester LE1 3HS, United Kingdom	0116 253 8006	 	ChIJ2cXMChxhd0gRlDdT-ci7P1I	
1784	1	The First Break Snooker Club	GBR	52.5987229	-1.090138	0	10	6 Pomeroy Dr, Oadby, Leicester LE2 5NE, United Kingdom	0116 271 0594	 	ChIJixwAjaZmd0gR1-uSmgYzsZ8	
1785	1	The Grosvenor Snooker Club	GBR	52.6999064	-1.0709451	0	10	1269 Melton Rd, Syston, Leicester LE7 2EN, United Kingdom	0116 260 2503	http://www.grosvenorcasinos.com/local-casinos/leicester/fooddrink/91/	ChIJIUvqMKfYeUgREQ7QW1vz7Qc	
1786	1	Top Spot 97 Club	GBR	52.6513647	-1.2031486	0	18	Station Rd, Leicester LE3 8BQ, United Kingdom	0116 231 4215	 	ChIJWXfGCzNed0gRuRUNbouqDCY	
1787	1	Boston Snooker Centre	GBR	52.9776343	-0.0188303	0	10	Artillery Row, Boston, Lincolnshire PE21 6TY, United Kingdom	01205 369018	http://www.bostonsnookerleague.co.uk/	ChIJaZSldxQKeEgRj0bs_F8bBxM	
1788	1	Grove Mill Snooker Ltd	GBR	53.3223676	-0.9345059	0	9	Raglan Rd, Retford DN22 6LN, United Kingdom	01777 704948	http://www.grovemillsnooker.co.uk/	ChIJMbD3pWqpeUgRQcgFpbCXZ7c	
1789	1	Wallasey Snooker Centre	GBR	53.4209346	-3.029052	0	9	96 King St, Wallasey CH44 8AN, United Kingdom	0151 638 1570	http://pot-shots.co.uk/	ChIJZ4r3tJUme0gRZ9COotJClkM	
1790	1	Rhos Snooker Club	GBR	53.0101062	-3.058034	0	8	26 Market St, Rhosllanerchrugog, Wrexham, Clwyd LL14 1AF, United Kingdom	01978 843223	 	ChIJC79RP_7HekgR3dTc1l-V2g8	
1791	1	On Cue Snooker Club	GBR	53.2796504	-2.8989301	0	7	53A Whitby Rd, Ellesmere Port CH65 8AB, United Kingdom	0151 356 0509	 	ChIJ-fQ_9w3eekgRJNH_5uPuf88	
1792	1	City Snooker Club High St	GBR	53.2247294	-4.1282482	0	2	128 High St, Bangor LL57 1NT, United Kingdom	07706 157842	 	ChIJFzHCVEgHZUgRUhKbgOI_S64	
1793	1	Cues	GBR	53.303529	-3.537631	0	2	Towyn Road, Towyn, Abergele, Clwyd LL22 9EN, United Kingdom	01745 343989	 	ChIJJdMoKLQnZUgRm3_QKIb4DR4	
1794	1	The George Scott Snooker Club	GBR	53.4155935	-2.9144839	0	25	29 Derby Ln, Liverpool L13 6QA, United Kingdom	0151 228 5864	http://www.scottiessnooker.com/	ChIJWXtWI8Ehe0gRo4ppGI3TUnI	
1795	1	The New World Snooker Club	GBR	51.5602135	0.0740852	0	11	1-10 Opal Mews, Ilford IG1 4BZ, United Kingdom	020 8514 6054	http://www.newworldsnooker.com/	ChIJaaEaqYum2EcR5_1j0sc7WCE	
1796	1	Knights Snooker Hall	GBR	51.5626024	0.2199321	0	10	127-133 High St, Hornchurch RM11 1TX, United Kingdom	01708 443966	http://knightssnooker.com/	ChIJ946WjRu72EcRQFVslEBmD_c	
1797	1	Erith Snooker Centre	GBR	51.4801193	0.1790998	0	7	5 Pier Rd, Erith DA8 1TA, United Kingdom	01322 337081	http://www.snookergames.co.uk/	ChIJYwiosdGv2EcR57AV_PMFTP8	
1798	1	Enfield Snooker Club	GBR	51.6523279	-0.0830734	0	4	4A Market Chambers, Enfield Town, Middlesex EN2 6AA, United Kingdom	020 8363 7268	https://www.facebook.com/enfield.snooker	ChIJ58HZBTAfdkgRI7ADCk0b7aA	
